obj_id,ra,dec,filter,mjd,instrument_name,snr,origin,mag,magerr,magsys,limiting_mag
ZTF24abnafgr,136.9499714,41.871769,ztfr,60597.51616899995,ZTF,7.430473360135153,None,19.997721194150948,0.1461193859577179,ab,20.42783738700787
ZTF24abnafgr,136.9499714,41.871769,ztfr,60597.51616899995,ZTF,7.430493061814897,None,19.997700021190546,0.14611899852752683,ab,20.427819092841
ZTF24abnafgr,136.9499714,41.871769,ztfr,60597.51616899995,ZTF,7.4304930618148965,None,19.997699737548828,0.14611899852752686,ab,20.627599716186523
ZTF24abnafgr,,,ztfr,60597.51616899995,ZTF,12.680606915225972,alert_fp,19.931592245287824,0.08562178545685022,ab,20.94201733472094
ZTF24abnafgr,,,ztfr,60598.42752309982,ZTF,4.965205066248001,alert_fp,20.073174933719258,0.21866895531438246,ab,20.06559289750595
ZTF24abnafgr,136.9500379,41.8717243,ztfg,60598.47322920011,ZTF,4.327418210410808,None,20.135099684862837,0.25089699029922485,ab,19.978246844823524
ZTF24abnafgr,136.9500379,41.8717243,ztfg,60598.47322920011,ZTF,4.327418210410808,None,20.135099411010742,0.25089699029922485,ab,20.013200759887695
ZTF24abnafgr,,,ztfg,60598.47322920011,ZTF,7.162229118941814,alert_fp,20.070032083587698,0.15159193970585264,ab,20.46022759757773
ZTF24abnafgr,136.9500367,41.871736,ztfg,60598.506169000175,ZTF,5.368632995244177,None,20.280500807387114,0.202236995100975,ab,20.35773508705298
ZTF24abnafgr,136.9500367,41.871736,ztfg,60598.506169000175,ZTF,5.368632995244176,None,20.280500411987305,0.20223699510097504,ab,20.796899795532227
ZTF24abnafgr,136.9500367,41.871736,ztfg,60598.506169000175,ZTF,5.368622710446772,None,20.280476067678258,0.20223738253116608,ab,20.35770826737561
ZTF24abnafgr,,,ztfg,60598.506169000175,ZTF,10.97935768238686,alert_fp,20.27648335520961,0.09888886364453475,ab,21.13050067845379
ZTF24abnafgr,,,ztfr,60599.43101850012,ZTF,7.469040150454109,alert_fp,19.606801135000687,0.14536489065360264,ab,20.042538109239516
ZTF24abnafgr,136.950031,41.871772,ztfr,60599.43196759978,ZTF,4.860750803553112,None,19.592899322509766,0.22336800396442413,ab,19.525699615478516
ZTF24abnafgr,,,ztfr,60599.43196759978,ZTF,7.558938276505471,alert_fp,19.550844856856095,0.14363607229507233,ab,19.999571843685594
ZTF24abnafgr,136.950031,41.871772,ztfr,60599.43196759978,ZTF,4.860750803553113,None,19.592899495094976,0.2233680039644241,ab,19.562232875855123
ZTF24abnafgr,136.9499449,41.8717688,ztfr,60599.44756940007,ZTF,6.5230589943063935,None,19.574213500107817,0.16644586622714996,ab,19.862916754976823
ZTF24abnafgr,136.9499449,41.8717688,ztfr,60599.44756940007,ZTF,6.523053738485407,None,19.57420009049111,0.16644600033760065,ab,19.862902470550086
ZTF24abnafgr,136.9499449,41.8717688,ztfr,60599.44756940007,ZTF,6.523053738485405,None,19.574199676513672,0.16644600033760074,ab,19.713600158691406
ZTF24abnafgr,136.9501039,41.8716835,ztfg,60599.468576400075,ZTF,3.3796079913406674,None,19.796200235783694,0.32126098871231074,ab,19.37094104585161
ZTF24abnafgr,136.9501039,41.8716835,ztfg,60599.468576400075,ZTF,3.379607991340667,None,19.796199798583984,0.3212609887123108,ab,19.471200942993164
ZTF24abnafgr,,,ztfg,60599.50946759991,ZTF,7.764098627582838,alert_fp,19.868957664840476,0.13984059925526046,ab,20.34676026301913
ZTF24abnafgr,136.9499824,41.8717092,ztfg,60599.50946759991,ZTF,3.8104028503812084,None,19.891599885954424,0.2849400043487548,ab,19.59660210856115
ZTF24abnafgr,136.9499824,41.8717092,ztfg,60599.50946759991,ZTF,3.8104028503812075,None,19.891599655151367,0.2849400043487549,ab,19.91010093688965
ZTF24abnafgr,,,ztfr,60600.42708329996,ZTF,4.023610879370961,alert_fp,19.697239493045558,0.2698412538659479,ab,19.461354416603694
ZTF24abnafgr,,,ztfr,60600.49787040008,ZTF,5.507824708135703,alert_fp,19.599456027106015,0.1971261364135953,ab,19.704481291170087
ZTF24abnafgr,136.9498228,41.8717363,ztfr,60600.49787040008,ZTF,4.049048545721125,None,19.505100676812436,0.26814600825309753,ab,19.276058125312794
ZTF24abnafgr,136.9498228,41.8717363,ztfr,60600.49787040008,ZTF,4.049048545721125,None,19.50510025024414,0.26814600825309753,ab,19.214000701904297
ZTF24abnafgr,136.9498429,41.871622,ztfg,60600.50984949991,ZTF,4.21949920836397,None,19.391399762383728,0.25731399655342096,ab,19.207127025896874
ZTF24abnafgr,136.9498429,41.871622,ztfg,60600.50984949991,ZTF,4.21949920836397,None,19.391399383544922,0.257313996553421,ab,19.019100189208984
ZTF24abnafgr,,,ztfg,60600.50984949991,ZTF,5.157242502687382,alert_fp,19.514639613893326,0.21052649825800596,ab,19.548258486012003
ZTF24abnafgr,136.9499113,41.8717281,ztfg,60602.46866900008,ZTF,3.623033545811113,None,19.389999389648438,0.29967600107192993,ab,19.054399490356445
ZTF24abnafgr,136.9499113,41.8717281,ztfg,60602.46866900008,ZTF,3.6230335458111145,None,19.389999642490757,0.2996760010719299,ab,19.04025551965812
ZTF24abnafgr,,,ztfg,60602.46866900008,ZTF,5.424868052565856,alert_fp,19.486768488324756,0.20014057378678501,ab,19.5753164260721
ZTF24abnafgr,,,ztfg,60602.4719560002,ZTF,4.863549896941009,alert_fp,19.592171653617207,0.22323945014751811,ab,19.56213008232873
ZTF24abnafgr,,,ztfr,60602.49069439992,ZTF,12.167350089864977,alert_fp,18.888592884333505,0.0892335797638069,ab,19.854157883846735
ZTF24abnafgr,136.9500567,41.8717561,ztfr,60602.49069439992,ZTF,8.552471374978662,None,18.88470129521036,0.1269499957561493,ab,19.467505357572804
ZTF24abnafgr,136.9500567,41.8717561,ztfr,60602.49069439992,ZTF,8.552471374978662,None,18.884700775146484,0.1269499957561493,ab,19.414100646972656
ZTF24abnafgr,136.9500567,41.8717561,ztfr,60602.49069439992,ZTF,8.552488440864625,None,18.88465898782269,0.126949742436409,ab,19.46746521669713
ZTF24abnafgr,,,ztfr,60602.507291700225,ZTF,10.833180674724835,alert_fp,18.944388145719685,0.10022321581798112,ab,19.783853100698803
ZTF24abnafgr,136.9498555,41.8716833,ztfr,60602.507291700225,ZTF,7.507458854913073,None,18.883800618325424,0.14462099969387054,ab,19.325108009235628
ZTF24abnafgr,136.9498555,41.8716833,ztfr,60602.507291700225,ZTF,7.507458854913073,None,18.883800506591797,0.14462099969387054,ab,19.371299743652344
ZTF24abnafgr,136.9498555,41.8716833,ztfr,60602.507291700225,ZTF,7.507462722605609,None,18.883792865559073,0.14462092518806458,ab,19.32510081581869
ZTF24abnafgr,,,ztfi,60603.40496530011,ZTF,8.365614713059033,alert_fp,19.07509272010946,0.12978558563822634,ab,19.633912356341142
ZTF24abnafgr,136.9498001,41.8718145,ztfi,60603.40496530011,ZTF,5.3105220060155265,None,18.99869963616053,0.2044499963521957,ab,19.064117657397777
ZTF24abnafgr,136.9498001,41.8718145,ztfi,60603.40496530011,ZTF,5.310522006015526,None,18.998699188232422,0.20444999635219574,ab,19.19540023803711
ZTF24abnafgr,136.9498001,41.8718145,ztfi,60603.40496530011,ZTF,5.310526263599788,None,18.99866897385435,0.20444983243942258,ab,19.064087865554335
ZTF24abnafgr,,,ztfg,60603.431863400154,ZTF,7.86637944311843,alert_fp,19.298975180692615,0.13802235356291387,ab,19.79098739793228
ZTF24abnafgr,136.9499804,41.8717683,ztfg,60603.431863400154,ZTF,4.975169622075649,None,19.33099937438965,0.2182309925556183,ab,19.424100875854492
ZTF24abnafgr,136.9499804,41.8717683,ztfg,60603.431863400154,ZTF,4.975169622075651,None,19.330999639753013,0.21823099255561823,ab,19.32559435904229
ZTF24abnafgr,136.9500753,41.8716619,ztfg,60603.496944400016,ZTF,5.080608694205327,None,19.42700046074015,0.213701993227005,ab,19.44436481756769
ZTF24abnafgr,136.9500753,41.8716619,ztfg,60603.496944400016,ZTF,5.080608694205327,None,19.427000045776367,0.213701993227005,ab,19.710899353027344
ZTF24abnafgr,136.9500753,41.8716619,ztfg,60603.496944400016,ZTF,5.080599837615362,None,19.42696230498879,0.21370236575603482,ab,19.44432476914375
ZTF24abnafgr,,,ztfg,60603.496944400016,ZTF,9.385480009126503,alert_fp,19.421138468104616,0.11568254406832174,ab,20.104854679754933
ZTF24abnafgr,136.9500309,41.8717027,ztfr,60603.516701399814,ZTF,9.161043365337132,None,18.937324756061546,0.11851665377616881,ab,19.594762092601776
ZTF24abnafgr,136.9500309,41.8717027,ztfr,60603.516701399814,ZTF,9.161016873489363,None,18.93729997971975,0.11851699650287627,ab,19.59473417653029
ZTF24abnafgr,136.9500309,41.8717027,ztfr,60603.516701399814,ZTF,9.161016873489361,None,18.937299728393555,0.1185169965028763,ab,19.973100662231445
ZTF24abnafgr,,,ztfr,60603.516701399814,ZTF,17.963158900761677,alert_fp,18.925265872179168,0.060442387152300464,ab,20.31379764046019
ZTF24abnafgr,,,ztfr,60603.54280090006,ZTF,13.435848870286714,alert_fp,18.804685341537734,0.08080890275263719,ab,19.877923106064134
ZTF24abnafgr,,,ztfr,60604.40686339978,ZTF,14.835789243785108,alert_fp,18.881934247155282,0.0731835824112261,ab,20.062785874171396
ZTF24abnafgr,136.9499887,41.8717726,ztfr,60604.40686339978,ZTF,8.589536725126715,None,18.866449777495312,0.12640218436717984,ab,19.45394911885655
