obj_id,ra,dec,filter,mjd,instrument_name,snr,origin,mag,magerr,magsys,limiting_mag
ZTF23aadaxfn,,,ztfr,60016.26159719983,ZTF,12.174667963901598,fp,19.56903552703603,0.08917994379619903,ab,20.2776
ZTF23aadaxfn,167.9133945,55.6747567,ztfr,60016.28731480008,ZTF,7.198839699563033,None,19.474500870446764,0.1508210003376007,ab,19.870232117113737
ZTF23aadaxfn,,,ztfr,60016.28731480008,ZTF,10.777709423306419,fp,19.390910220813698,0.10073904965467549,ab,20.0494
ZTF23aadaxfn,167.9133783,55.6747867,ztfi,60016.364687500056,ZTF,7.390485521143498,None,18.950001112298104,0.14690999686717984,ab,19.374258527697855
ZTF23aadaxfn,,,ztfi,60016.364687500056,ZTF,9.712601010180297,fp,18.931507700539274,0.11178634884930526,ab,19.427
ZTF23aadaxfn,,,ztfr,60016.38273150008,ZTF,9.963390104449008,fp,19.409311600319192,0.10897256790871909,ab,19.9945
ZTF23aadaxfn,167.9134219,55.6747263,ztfr,60016.38273150008,ZTF,7.309730453743324,None,19.40630003667424,0.14853300154209137,ab,19.81862843245244
ZTF23aadaxfn,167.9134212,55.674761,ztfg,60017.202407400124,ZTF,3.6827589118309243,None,20.562799720313116,0.29481598734855646,ab,20.230807932290126
ZTF23aadaxfn,,,ztfg,60017.202407400124,ZTF,7.048000800491889,fp,20.427310716529007,0.15404881972805032,ab,20.6253
ZTF23aadaxfn,167.9134363,55.6747391,ztfr,60017.36944440007,ZTF,8.789464841939502,None,18.49790056024795,0.12352699786424635,ab,19.11038163263614
ZTF23aadaxfn,167.9134363,55.6747391,ztfr,60017.36944440007,ZTF,8.789446817212733,None,18.49785640492281,0.12352725118398666,ab,19.110335250768337
ZTF23aadaxfn,,,ztfr,60017.36944440007,ZTF,12.187631584653142,fp,18.494574846430723,0.08908508574588893,ab,19.2535
ZTF23aadaxfn,,,ztfr,60017.39914349979,ZTF,8.46544507641334,fp,18.401667570204353,0.12825506455451915,ab,18.6657
ZTF23aadaxfn,167.9133629,55.6746895,ztfr,60017.39914349979,ZTF,5.99821140822519,None,18.400600698476595,0.18100999295711515,ab,18.59823010887105
ZTF23aadaxfn,,,sdssz,60017.87725,IOO,15.099064243494292,LT_IOO_PIPE,17.092944047201424,0.07190751607179488,ab,20.72868680130004
ZTF23aadaxfn,,,sdssi,60017.878336,IOO,7.030537233364381,LT_IOO_PIPE,17.508196406852743,0.15443147069979501,ab,19.170421547261917
ZTF23aadaxfn,,,sdssr,60017.879434,IOO,9.389787001945255,LT_IOO_PIPE,18.372784047130416,0.11562948174790341,ab,20.283976335187788
ZTF23aadaxfn,,,sdssg,60017.880852,IOO,11.80929143057382,LT_IOO_PIPE,19.762420983340917,0.09193914902863676,ab,21.726071546869036
ZTF23aadaxfn,,,sdssz,60018.055332,IOO,15.950476338313207,LT_IOO_PIPE,16.96462141454568,0.0680692025573042,ab,20.57785146962574
